case,eps_mean,eps_shape_rms,no2_rel,chocho_rel,h2o_rel,dshift,reported
etalon_f_hot_PNs_n_s0194,0.0168389,0,-0.0606497,-0.514383,0.0335893,-0.0952713,0.0055
etalon_f_hot_PNs_n_s0196,0.0168389,0,-0.033079,-0.457851,0.0380107,-0.0462171,0.0055
etalon_f_hot_PNs_n_s0198,0.0168389,0,-0.0286889,-0.527706,0.00201669,-0.466774,0.0055
etalon_f_hot_PNs_n_s0200,0.0168389,0,-0.0292755,-0.30141,0.0797414,-0.0547319,0.0055
etalon_f_hot_PNs_n_s0202,0.0168389,0,0.0144628,-0.0313982,0.0478044,-0.189191,0.0055
etalon_f_hot_PNs_n_s0204,0.0168389,0,-0.0152582,-0.0214179,-0.00295183,-0.241413,0.0055
etalon_f_hot_PNs_n_s0206,0.0168389,0,0.0119403,-0.0506368,0.0413528,-0.0531055,0.0055
etalon_f_hot_PNs_n_s0208,0.0168389,0,-0.0218377,-1.62117,0.0820712,-0.315463,0.0055
etalon_f_hot_PNs_n_s0210,0.0168389,0,-0.00275953,-0.0399848,0.0353239,0.047156,0.0055
etalon_f_hot_PNs_n_s0212,0.0168389,0,-0.00326009,-0.0557971,0.0245023,-0.111564,0.0055
etalon_f_hot_PNs_n_s0214,0.0168389,0,-0.0290606,-0.155325,0.0379099,-0.0827377,0.0055
etalon_f_hot_PNs_n_s0216,0.0168389,0,0.000626614,-0.0326907,0.00434888,-0.351373,0.0055
etalon_f_hot_PNs_n_s0218,0.0168389,0,-0.0199893,-0.109018,0.0131614,-0.286592,0.0055
etalon_f_hot_PNs_n_s0220,0.0168389,0,-0.0187152,-0.156909,0.0372123,-0.346892,0.0055
etalon_f_hot_PNs_n_s0222,0.0168389,0,0.00886498,-0.101382,0.0624455,3.77699e-08,0.0055
etalon_f_hot_PNs_n_s0224,0.0168389,0,-0.0152556,-0.389965,0.102695,-0.362536,0.0055
etalon_f_hot_PNs_n_s0226,0.0168389,0,-0.00928147,-0.0085098,0.0236741,0.0106449,0.0055
etalon_f_hot_PNs_n_s0228,0.0168389,0,-0.0679298,-0.209963,0.0293957,-0.268881,0.0055
etalon_f_hot_PNs_n_s0230,0.0168389,0,-0.0443674,-0.103972,-0.066531,-0.188867,0.0055
etalon_f_hot_PNs_n_s0232,0.0168389,0,-0.01111,-0.0520599,0.0266702,-0.281266,0.0055
etalon_f_hot_PNs_n_s0234,0.0168389,0,-0.0717573,0.0296983,-0.0663009,-0.0010642,0.0055
etalon_f_hot_PNs_n_s0236,0.0168389,0,-0.0168817,-0.0625222,0.0260054,-0.0582649,0.0055
etalon_f_hot_PNs_n_s0238,0.0168389,0,-0.0747287,-0.0442854,-0.0372491,0.240443,0.0055
etalon_f_hot_PNs_n_s0240,0.0168389,0,-0.0739454,-0.201893,0.0139754,-0.196335,0.0055
etalon_f_hot_PNs_n_s0242,0.0168389,0,-0.0376218,-0.00978435,-0.0284284,-0.0300613,0.0055
etalon_f_hot_PNs_n_s0244,0.0168389,0,-0.0355554,0.00696002,-0.125178,-0.0667495,0.0055
etalon_f_hot_PNs_n_s0246,0.0168389,0,-0.0402262,-0.109445,-0.0395147,-0.503319,0.0055
etalon_f_hot_PNs_n_s0248,0.0168389,0,-0.0603823,-0.100742,-0.00566405,-0.00907071,0.0055
etalon_f_hot_PNs_n_s0250,0.0168389,0,-0.0447572,-0.0746449,-0.00285272,-0.127842,0.0055
etalon_f_hot_PNs_n_s0252,0.0168389,0,-0.0563113,-0.0148974,-0.117449,-0.0382088,0.0055
etalon_f_hot_PNs_n_s0254,0.0168389,0,-0.0601916,-0.0795022,-0.072853,-0.184652,0.0055
etalon_f_hot_PNs_n_s0256,0.0168389,0,-0.0535132,-0.168492,-0.00616668,-0.67599,0.0055
etalon_f_hot_PNs_n_s0258,0.0168389,0,-0.0695529,-0.0610348,-0.0558417,-0.157414,0.0055
etalon_f_hot_PNs_n_s0260,0.0168389,0,-0.0544559,-0.056391,-0.158102,-0.139061,0.0055
etalon_f_hot_PNs_n_s0262,0.0168389,0,-0.0374517,-0.234522,0.0479888,-0.241085,0.0055
etalon_f_hot_PNs_n_s0264,0.0168389,0,-0.0468497,-0.00968468,-0.081703,0.0268191,0.0055
etalon_f_hot_PNs_n_s0266,0.0168389,0,-0.0513908,0.0654377,-0.0537493,0.244468,0.0055
etalon_f_hot_PNs_n_s0268,0.0168389,0,-0.0239175,-0.200098,0.0123409,-0.252095,0.0055
etalon_f_hot_PNs_n_s0270,0.0168389,0,-0.015698,-0.0698085,0.011578,0.127687,0.0055
etalon_f_hot_PNs_n_s0272,0.0168389,0,-0.0331487,0.0774704,-0.0503695,0.0917614,0.0055
etalon_f_hot_PNs_n_s0274,0.0168389,0,-0.0170606,-0.222673,0.113931,-0.399564,0.0055
etalon_f_hot_PNs_n_s0276,0.0168389,0,-0.0320473,-0.508486,0.0234837,-0.000349702,0.0055
etalon_f_hot_PNs_n_s0278,0.0168389,0,-0.058971,-2.61066,0.0481697,-0.0535725,0.0055
etalon_f_hot_PNs_n_s0280,0.0168389,0,-0.0124021,-0.494067,0.0369944,-0.250271,0.0055
etalon_f_hot_PNs_n_s0282,0.0168389,0,0.00693088,-0.752963,-0.0303999,0.0596192,0.0055
etalon_f_hot_PNs_n_s0284,0.0168389,0,-0.0229624,-0.0504692,-0.0100503,-0.11576,0.0055
etalon_f_hot_PNs_n_s0286,0.0168389,0,-0.00152044,-0.045229,-0.00226926,-0.342233,0.0055
etalon_f_hot_PNs_n_s0288,0.0168389,0,0.000293825,-0.0611484,-0.0137801,-0.282133,0.0055
etalon_f_hot_PNs_n_s0290,0.0168389,0,-0.0168186,-0.121724,0.0236248,-0.0400437,0.0055
etalon_f_hot_PNs_n_s0292,0.0168389,0,-0.0204433,-0.2518,0.0543438,-0.131819,0.0055
etalon_f_hot_PNs_n_s0294,0.0168389,0,-0.017037,-1.00675,0.0350625,-0.118453,0.0055
etalon_f_hot_PNs_n_s0296,0.0168389,0,-0.0053887,-0.161257,0.00146332,-0.415712,0.0055
etalon_f_hot_PNs_n_s0298,0.0168389,0,-0.00607821,-0.142191,0.0570151,-0.100951,0.0055
etalon_f_hot_PNs_n_s0300,0.0168389,0,-0.00999688,-0.155028,0.0172412,-0.340392,0.0055
etalon_f_hot_PNs_n_s0302,0.0168389,0,-0.0148137,-0.699295,0.0445987,-0.313424,0.0055
etalon_f_hot_PNs_n_s0304,0.0168389,0,-0.0209982,-0.0754814,-0.0256641,-0.200222,0.0055
etalon_f_hot_PNs_n_s0306,0.0168389,0,-0.00163648,-0.119351,0.0156579,-0.2602,0.0055
etalon_f_hot_PNs_n_s0308,0.0168389,0,8.75929e-06,-0.106112,0.0344659,-0.026301,0.0055
